timestamp,rating
2025-06-27T10:51:52.929474,4
2025-06-27T11:59:44.454612,2
2025-06-27T16:56:50.541164,2
2025-06-27T17:13:33.037856,2
2025-06-27T17:17:54.244290,2
2025-06-27T17:25:56.172028,1
2025-06-27T17:26:20.683161,5
